"","Year","Date","BigBioPlot","PlantSpNum","Plot","Treatment","Species","Mass.g.m.2.","Planted"
"22175",2012,"8/28/2012",291,1,165,"Control","Sporobolus cryptandrus",5.3,"weed"
"22176",2023,NA,291,1,165,"Control","Real weeds",24.2,"weed"
"22177",2009,"8/17/2009",291,1,165,"Control","Lepidium densiflorum",0.1,"weed"
"22178",2011,"8/26/2011",291,1,165,"Control","Lepidium densiflorum",0.2,"weed"
"22179",2016,"8/1/2016",295,32,166,"AllPesticides","Leersia oryzoides",0,"planted"
"22180",2016,"8/1/2016",295,32,166,"AllPesticides","Asclepias tuberosa",0,"planted"
"22181",2016,"8/1/2016",295,32,166,"AllPesticides","Lespedeza capitata",1.05,"planted"
"22182",2016,"8/1/2016",295,32,166,"AllPesticides","Buchloe dactyloides",0,"planted"
"22183",2016,"8/1/2016",295,32,166,"AllPesticides","Bouteloua curtipendula",0,"planted"
"22184",2016,"8/1/2016",295,32,166,"AllPesticides","Calamagrostis canadensis",0,"planted"
"22185",2021,NA,295,32,166,"AllPesticides","Panicum virgatum",3,"planted"
"22186",2010,"8/26/2010",295,32,166,"AllPesticides","Bouteloua gracilis",41.3,"planted"
"22187",2021,NA,295,32,166,"AllPesticides","Coreopsis palmata",10.5,"planted"
"22188",2024,NA,295,32,166,"AllPesticides","Zizia aurea",0,"planted"
"22189",2017,"8/1/2017",295,32,166,"AllPesticides","Andropogon gerardi",419.1,"planted"
"22190",2024,NA,295,32,166,"AllPesticides","Amorpha canescens",0,"planted"
"22191",2017,"8/1/2017",295,32,166,"AllPesticides","Solidago rigida",138.2,"planted"
"22192",2017,"8/1/2017",295,32,166,"AllPesticides","Poa pratensis",4.6,"planted"
"22193",2024,NA,295,32,166,"AllPesticides","32 species weeds",0,"weed"
"22194",2021,NA,295,32,166,"AllPesticides","Lupinus perennis",26.5,"planted"
"22195",2021,NA,295,32,166,"AllPesticides","Solidago rigida",45.6,"planted"
"22196",2023,NA,295,32,166,"AllPesticides","Petalostemum candidum",0,"planted"
"22197",2011,"8/26/2011",295,32,166,"AllPesticides","Andropogon gerardi",444,"planted"
"22198",2013,"8/20/2013",295,32,166,"AllPesticides","Panicum virgatum",17.5,"planted"
"22199",2023,NA,295,32,166,"AllPesticides","Quercus ellipsoidalis",0,"planted"
"22200",2022,NA,295,32,166,"AllPesticides","Poa pratensis",21.7,"planted"
"22201",2016,"8/1/2016",295,32,166,"AllPesticides","Baptisia leucantha",0,"planted"
"22202",2024,NA,295,32,166,"AllPesticides","Elymus canadensis",0,"planted"
"22203",2013,"8/20/2013",295,32,166,"AllPesticides","Schizachyrium scoparium",10.3,"planted"
"22204",2016,"8/1/2016",295,32,166,"AllPesticides","Andropogon gerardi",39.83,"planted"
"22205",2016,"8/1/2016",295,32,166,"AllPesticides","Liatris aspera",0,"planted"
"22206",2013,"8/20/2013",295,32,166,"AllPesticides","Bouteloua gracilis",5.8,"planted"
"22207",2018,"8/1/2018",295,32,166,"AllPesticides","Asclepias tuberosa",0,"planted"
"22208",2018,"8/1/2018",295,32,166,"AllPesticides","Buchloe dactyloides",0,"planted"
"22209",2023,NA,295,32,166,"AllPesticides","Rudbeckia serotina",0,"planted"
"22210",2023,NA,295,32,166,"AllPesticides","Koeleria cristata",0,"planted"
"22211",2016,"8/1/2016",295,32,166,"AllPesticides","Coreopsis palmata",0.02,"planted"
"22212",2011,"8/26/2011",295,32,166,"AllPesticides","Cyperus sp.",4.3,"weed"
"22213",2012,"8/28/2012",295,32,166,"AllPesticides","Schizachyrium scoparium",34.1,"planted"
"22214",2024,NA,295,32,166,"AllPesticides","Asclepias tuberosa",0,"planted"
"22215",2023,NA,295,32,166,"AllPesticides","Petalostemum purpureum",0,"planted"
"22216",2018,"8/1/2018",295,32,166,"AllPesticides","Koeleria cristata",0,"planted"
"22217",2016,"8/1/2016",295,32,166,"AllPesticides","32 species weeds",0,"weed"
"22218",2013,"8/20/2013",295,32,166,"AllPesticides","Sorghastrum nutans",200.3,"planted"
"22219",2018,"8/1/2018",295,32,166,"AllPesticides","Elymus canadensis",0,"planted"
"22220",2018,"8/1/2018",295,32,166,"AllPesticides","Andropogon gerardi",336.1,"planted"
"22221",2021,NA,295,32,166,"AllPesticides","Poa pratensis",1.9,"planted"
"22222",2023,NA,295,32,166,"AllPesticides","Calamagrostis canadensis",0,"planted"
"22223",2023,NA,295,32,166,"AllPesticides","Quercus macrocarpa",0,"planted"
"22224",2023,NA,295,32,166,"AllPesticides","Real weeds",3.45,"weed"
"22225",2023,NA,295,32,166,"AllPesticides","Coreopsis palmata",3.04,"planted"
"22226",2024,NA,295,32,166,"AllPesticides","Leersia oryzoides",0,"planted"
"22227",2024,NA,295,32,166,"AllPesticides","Agropyron smithii",0,"planted"
"22228",2009,"8/17/2009",295,32,166,"AllPesticides","Andropogon gerardi",124.3,"planted"
"22229",2017,"8/1/2017",295,32,166,"AllPesticides","Lupinus perennis",145.8,"planted"
"22230",2010,"8/26/2010",295,32,166,"AllPesticides","Koeleria cristata",0.3,"planted"
"22231",2016,"8/1/2016",295,32,166,"AllPesticides","Agropyron smithii",0,"planted"
"22232",2016,"8/1/2016",295,32,166,"AllPesticides","Lupinus perennis",90.02,"planted"
"22233",2016,"8/1/2016",295,32,166,"AllPesticides","Miscellaneous litter",3.72,"weed"
"22234",2023,NA,295,32,166,"AllPesticides","Poa pratensis",10.28,"planted"
"22235",2016,"8/1/2016",295,32,166,"AllPesticides","Elymus canadensis",0,"planted"
"22236",2018,"8/1/2018",295,32,166,"AllPesticides","Baptisia leucantha",0,"planted"
"22237",2023,NA,295,32,166,"AllPesticides","Leersia oryzoides",0,"planted"
"22238",2024,NA,295,32,166,"AllPesticides","Bouteloua curtipendula",0,"planted"
"22239",2023,NA,295,32,166,"AllPesticides","Monarda fistulosa",0.22,"planted"
"22240",2023,NA,295,32,166,"AllPesticides","Vicia villosa",0,"planted"
"22241",2023,NA,295,32,166,"AllPesticides","Zizia aurea",0,"planted"
"22242",2013,"8/20/2013",295,32,166,"AllPesticides","Lupinus perennis",14.4,"planted"
"22243",2016,"8/1/2016",295,32,166,"AllPesticides","Achillea millefolium (lanulosa)",0,"planted"
"22244",2021,NA,295,32,166,"AllPesticides","Sorghastrum nutans",18.6,"planted"
"22245",2016,"8/1/2016",295,32,166,"AllPesticides","Koeleria cristata",0,"planted"
"22246",2018,"8/1/2018",295,32,166,"AllPesticides","Bouteloua gracilis",0,"planted"
"22247",2013,"8/20/2013",295,32,166,"AllPesticides","Oxybaphus hirsutus",43.6,"weed"
"22248",2023,NA,295,32,166,"AllPesticides","Petalostemum villosum",0,"planted"
"22249",2024,NA,295,32,166,"AllPesticides","Baptisia leucantha",0,"planted"
"22250",2024,NA,295,32,166,"AllPesticides","Vicia villosa",0,"planted"
"22251",2007,"10/5/2007",295,32,166,"AllPesticides","Oxybaphus hirsutus",0.8,"weed"
"22252",2024,NA,295,32,166,"AllPesticides","Liatris aspera",0,"planted"
"22253",2017,"8/1/2017",295,32,166,"AllPesticides","Coreopsis palmata",10.2,"planted"
"22254",2018,"8/1/2018",295,32,166,"AllPesticides","Bouteloua curtipendula",0,"planted"
"22255",2013,"8/20/2013",295,32,166,"AllPesticides","Lespedeza capitata",25.7,"planted"
"22256",2023,NA,295,32,166,"AllPesticides","Sorghastrum nutans",123.2,"planted"
"22257",2009,"8/17/2009",295,32,166,"AllPesticides","Cyperus sp.",5.8,"weed"
"22258",2023,NA,295,32,166,"AllPesticides","Solidago rigida",0,"planted"
"22259",2013,"8/20/2013",295,32,166,"AllPesticides","Solidago rigida",67.9,"planted"
"22260",2018,"8/1/2018",295,32,166,"AllPesticides","Calamagrostis canadensis",0,"planted"
"22261",2009,"8/17/2009",295,32,166,"AllPesticides","Euphorbia corollata",17.8,"weed"
"22262",2023,NA,295,32,166,"AllPesticides","Liatris aspera",0,"planted"
"22263",2012,"8/28/2012",295,32,166,"AllPesticides","Bouteloua gracilis",1.2,"planted"
"22264",2012,"8/28/2012",295,32,166,"AllPesticides","Miscellaneous litter",0.12,"weed"
"22265",2023,NA,295,32,166,"AllPesticides","Elymus canadensis",0,"planted"
"22266",2024,NA,295,32,166,"AllPesticides","Coreopsis palmata",0,"planted"
"22267",2021,NA,295,32,166,"AllPesticides","Asclepias tuberosa",14.8,"planted"
"22268",2022,NA,295,32,166,"AllPesticides","Andropogon gerardi",333.7,"planted"
"22269",2024,NA,295,32,166,"AllPesticides","Achillea millefolium (lanulosa)",0,"planted"
"22270",2024,NA,295,32,166,"AllPesticides","Quercus ellipsoidalis",0,"planted"
"22271",2013,"8/20/2013",295,32,166,"AllPesticides","Andropogon gerardi",135.4,"planted"
"22272",2016,"8/1/2016",295,32,166,"AllPesticides","Amorpha canescens",0,"planted"
"22273",2017,"8/1/2017",295,32,166,"AllPesticides","Real weeds",38.9,"weed"
"22274",2011,"8/26/2011",295,32,166,"AllPesticides","Equisetum laevigatum",6.6,"weed"
"22275",2011,"8/26/2011",295,32,166,"AllPesticides","Lespedeza capitata",53.5,"planted"
"22276",2010,"8/26/2010",295,32,166,"AllPesticides","Cyperus filiculmis",2.7,"weed"
"22277",2016,"8/1/2016",295,32,166,"AllPesticides","Panicum virgatum",0,"planted"
"22278",2018,"8/1/2018",295,32,166,"AllPesticides","Monarda fistulosa",0,"planted"
"22279",2018,"8/1/2018",295,32,166,"AllPesticides","Sorghastrum nutans",320.4,"planted"
"22280",2018,"8/1/2018",295,32,166,"AllPesticides","Amorpha canescens",0,"planted"
"22281",2012,"8/28/2012",295,32,166,"AllPesticides","Stipa spartea",9.8,"planted"
"22282",2023,NA,295,32,166,"AllPesticides","Stipa spartea",0.61,"planted"
"22283",2009,"8/17/2009",295,32,166,"AllPesticides","Bouteloua gracilis",10,"planted"
"22284",2022,NA,295,32,166,"AllPesticides","Miscellaneous litter",1.17,"weed"
"22285",2022,NA,295,32,166,"AllPesticides","Real weeds",0.67,"weed"
"22286",2008,"10/28/2008",295,32,166,"AllPesticides","Unsorted biomass",287.4,"weed"
"22287",2015,"8/25/2015",295,32,166,"AllPesticides","Taraxacum officinale",0.44,"weed"
"22288",2018,"8/1/2018",295,32,166,"AllPesticides","Coreopsis palmata",0,"planted"
"22289",2012,"8/28/2012",295,32,166,"AllPesticides","Lespedeza capitata",6.6,"planted"
"22290",2023,NA,295,32,166,"AllPesticides","Buchloe dactyloides",0,"planted"
"22291",2010,"8/26/2010",295,32,166,"AllPesticides","Oxybaphus hirsutus",6,"weed"
"22292",2017,"8/1/2017",295,32,166,"AllPesticides","Sorghastrum nutans",146.7,"planted"
"22293",2024,NA,295,32,166,"AllPesticides","Lespedeza capitata",0,"planted"
"22294",2011,"8/26/2011",295,32,166,"AllPesticides","Bouteloua gracilis",0.5,"planted"
"22295",2023,NA,295,32,166,"AllPesticides","Miscellaneous litter",22,"weed"
"22296",2022,NA,295,32,166,"AllPesticides","Sorghastrum nutans",71.7,"planted"
"22297",2016,"8/1/2016",295,32,166,"AllPesticides","Bouteloua gracilis",0,"planted"
"22298",2007,"10/5/2007",295,32,166,"AllPesticides","Schizachyrium scoparium",1.9,"planted"
"22299",2021,NA,295,32,166,"AllPesticides","Andropogon gerardi",123.1,"planted"
"22300",2011,"8/26/2011",295,32,166,"AllPesticides","Coreopsis palmata",8.3,"planted"
"22301",2016,"8/1/2016",295,32,166,"AllPesticides","Monarda fistulosa",0,"planted"
"22302",2024,NA,295,32,166,"AllPesticides","Petalostemum candidum",0,"planted"
"22303",2010,"8/26/2010",295,32,166,"AllPesticides","Schizachyrium scoparium",13.9,"planted"
"22304",2023,NA,295,32,166,"AllPesticides","Lespedeza capitata",1.53,"planted"
"22305",2012,"8/28/2012",295,32,166,"AllPesticides","Andropogon gerardi",218.8,"planted"
"22306",2018,"8/1/2018",295,32,166,"AllPesticides","Sporobolus cryptandrus",0,"planted"
"22307",2023,NA,295,32,166,"AllPesticides","Panicum virgatum",0,"planted"
"22308",2023,NA,295,32,166,"AllPesticides","Schizachyrium scoparium",1.42,"planted"
"22309",2018,"8/1/2018",295,32,166,"AllPesticides","32 species weeds",0,"weed"
"22310",2010,"8/26/2010",295,32,166,"AllPesticides","Andropogon gerardi",56.7,"planted"
"22311",2023,NA,295,32,166,"AllPesticides","Solidago nemoralis",0,"planted"
"22312",2015,"8/25/2015",295,32,166,"AllPesticides","Andropogon gerardi",197.1,"planted"
"22313",2015,"8/25/2015",295,32,166,"AllPesticides","Cyperus sp.",0.5,"weed"
"22314",2012,"8/28/2012",295,32,166,"AllPesticides","Lupinus perennis",9.4,"planted"
"22315",2010,"8/26/2010",295,32,166,"AllPesticides","Panicum oligosanthes",0.1,"weed"
"22316",2015,"8/25/2015",295,32,166,"AllPesticides","Solidago rigida",343.5,"planted"
"22317",2011,"8/26/2011",295,32,166,"AllPesticides","Oxybaphus hirsutus",0.1,"weed"
"22318",2018,"8/1/2018",295,32,166,"AllPesticides","Leersia oryzoides",0,"planted"
"22319",2018,"8/1/2018",295,32,166,"AllPesticides","Panicum virgatum",0,"planted"
"22320",2024,NA,295,32,166,"AllPesticides","Monarda fistulosa",0,"planted"
"22321",2018,"8/1/2018",295,32,166,"AllPesticides","Agropyron smithii",0,"planted"
"22322",2022,NA,295,32,166,"AllPesticides","Solidago rigida",0.53,"planted"
"22323",2013,"8/20/2013",295,32,166,"AllPesticides","Coreopsis palmata",25.3,"planted"
"22324",2007,"10/5/2007",295,32,166,"AllPesticides","Sorghastrum nutans",25.7,"planted"
"22325",2018,"8/1/2018",295,32,166,"AllPesticides","Petalostemum villosum",0,"planted"
"22326",2018,"8/1/2018",295,32,166,"AllPesticides","Petalostemum purpureum",0,"planted"
"22327",2018,"8/1/2018",295,32,166,"AllPesticides","Quercus macrocarpa",0,"planted"
"22328",2009,"8/17/2009",295,32,166,"AllPesticides","Sorghastrum nutans",1,"planted"
"22329",2023,NA,295,32,166,"AllPesticides","Amorpha canescens",0,"planted"
"22330",2010,"8/26/2010",295,32,166,"AllPesticides","Poa pratensis",2.6,"planted"
"22331",2010,"8/26/2010",295,32,166,"AllPesticides","Sorghastrum nutans",148.6,"planted"
"22332",2007,"10/5/2007",295,32,166,"AllPesticides","Bouteloua gracilis",19.6,"planted"
"22333",2018,"8/1/2018",295,32,166,"AllPesticides","Lupinus perennis",305,"planted"
"22334",2024,NA,295,32,166,"AllPesticides","Calamagrostis canadensis",0,"planted"
"22335",2018,"8/1/2018",295,32,166,"AllPesticides","Achillea millefolium (lanulosa)",0,"planted"
"22336",2023,NA,295,32,166,"AllPesticides","Sporobolus cryptandrus",0,"planted"
"22337",2022,NA,295,32,166,"AllPesticides","Lupinus perennis",140.7,"planted"
"22338",2024,NA,295,32,166,"AllPesticides","Andropogon gerardi",514.3,"planted"
"22339",2015,"8/25/2015",295,32,166,"AllPesticides","Oxybaphus hirsutus",0.8,"weed"
"22340",2015,"8/25/2015",295,32,166,"AllPesticides","Panicum virgatum",1.7,"planted"
"22341",2023,NA,295,32,166,"AllPesticides","Bouteloua gracilis",0,"planted"
"22342",2023,NA,295,32,166,"AllPesticides","Andropogon gerardi",130.5,"planted"
"22343",2014,"8/15/2014",295,32,166,"AllPesticides","Lupinus perennis",113.5,"planted"
"22344",2024,NA,295,32,166,"AllPesticides","Sorghastrum nutans",67.4,"planted"
"22345",2018,"8/1/2018",295,32,166,"AllPesticides","Vicia villosa",0,"planted"
"22346",2024,NA,295,32,166,"AllPesticides","Stipa spartea",0,"planted"
"22347",2007,"10/5/2007",295,32,166,"AllPesticides","Lupinus perennis",80.3,"planted"
"22348",2024,NA,295,32,166,"AllPesticides","Koeleria cristata",13.7,"planted"
"22349",2007,"10/5/2007",295,32,166,"AllPesticides","Solidago rigida",9.8,"planted"
"22350",2012,"8/28/2012",295,32,166,"AllPesticides","Sorghastrum nutans",201.1,"planted"
"22351",2024,NA,295,32,166,"AllPesticides","Poa pratensis",25.4,"planted"
"22352",2018,"8/1/2018",295,32,166,"AllPesticides","Quercus ellipsoidalis",0,"planted"
"22353",2018,"8/1/2018",295,32,166,"AllPesticides","Poa pratensis",31.6,"planted"
"22354",2016,"8/1/2016",295,32,166,"AllPesticides","Zizia aurea",0,"planted"
"22355",2015,"8/25/2015",295,32,166,"AllPesticides","Lupinus perennis",53.8,"planted"
"22356",2016,"8/1/2016",295,32,166,"AllPesticides","Petalostemum villosum",0,"planted"
"22357",2010,"8/26/2010",295,32,166,"AllPesticides","Sporobolus cryptandrus",13.6,"planted"
"22358",2010,"8/26/2010",295,32,166,"AllPesticides","Lupinus perennis",44.8,"planted"
"22359",2011,"8/26/2011",295,32,166,"AllPesticides","Solidago rigida",129.5,"planted"
"22360",2009,"8/17/2009",295,32,166,"AllPesticides","Solidago rigida",95.6,"planted"
"22361",2013,"8/20/2013",295,32,166,"AllPesticides","Cyperus sp.",0.2,"weed"
"22362",2024,NA,295,32,166,"AllPesticides","Bouteloua gracilis",0,"planted"
"22363",2024,NA,295,32,166,"AllPesticides","Panicum virgatum",0,"planted"
"22364",2009,"8/17/2009",295,32,166,"AllPesticides","Lespedeza capitata",59.1,"planted"
"22365",2009,"8/17/2009",295,32,166,"AllPesticides","Lupinus perennis",60.9,"planted"
"22366",2015,"8/25/2015",295,32,166,"AllPesticides","Schizachyrium scoparium",1.1,"planted"
"22367",2015,"8/25/2015",295,32,166,"AllPesticides","Miscellaneous litter",0.18,"weed"
"22368",2015,"8/25/2015",295,32,166,"AllPesticides","Sorghastrum nutans",67.2,"planted"
"22369",2023,NA,295,32,166,"AllPesticides","Agropyron smithii",0,"planted"
"22370",2024,NA,295,32,166,"AllPesticides","Solidago nemoralis",0,"planted"
"22371",2010,"8/26/2010",295,32,166,"AllPesticides","Solidago nemoralis",8.1,"planted"
"22372",2024,NA,295,32,166,"AllPesticides","Sporobolus cryptandrus",0,"planted"
"22373",2007,"10/5/2007",295,32,166,"AllPesticides","Andropogon gerardi",139.4,"planted"
"22374",2024,NA,295,32,166,"AllPesticides","Lupinus perennis",0.89,"planted"
"22375",2023,NA,295,32,166,"AllPesticides","Lupinus perennis",9.79,"planted"
"22376",2013,"8/20/2013",295,32,166,"AllPesticides","Equisetum arvense",1.1,"weed"
"22377",2007,"10/5/2007",295,32,166,"AllPesticides","Coreopsis palmata",19.6,"planted"
"22378",2009,"8/17/2009",295,32,166,"AllPesticides","Oxybaphus hirsutus",0.1,"weed"
"22379",2018,"8/1/2018",295,32,166,"AllPesticides","Petalostemum candidum",0,"planted"
"22380",2016,"8/1/2016",295,32,166,"AllPesticides","Solidago rigida",0,"planted"
"22381",2024,NA,295,32,166,"AllPesticides","Rudbeckia serotina",0,"planted"
"22382",2023,NA,295,32,166,"AllPesticides","Baptisia leucantha",0,"planted"
"22383",2016,"8/1/2016",295,32,166,"AllPesticides","Poa pratensis",5.22,"planted"
"22384",2018,"8/1/2018",295,32,166,"AllPesticides","Zizia aurea",0,"planted"
"22385",2024,NA,295,32,166,"AllPesticides","Petalostemum purpureum",0,"planted"
"22386",2010,"8/26/2010",295,32,166,"AllPesticides","Lespedeza capitata",23.5,"planted"
"22387",2018,"8/1/2018",295,32,166,"AllPesticides","Miscellaneous litter",0,"weed"
"22388",2024,NA,295,32,166,"AllPesticides","Miscellaneous litter",0,"weed"
"22389",2024,NA,295,32,166,"AllPesticides","Buchloe dactyloides",0,"planted"
"22390",2009,"8/17/2009",295,32,166,"AllPesticides","Schizachyrium scoparium",72,"planted"
"22391",2015,"8/25/2015",295,32,166,"AllPesticides","Lespedeza capitata",81.1,"planted"
"22392",2018,"8/1/2018",295,32,166,"AllPesticides","Lespedeza capitata",24.5,"planted"
"22393",2016,"8/1/2016",295,32,166,"AllPesticides","Sporobolus cryptandrus",0,"planted"
"22394",2016,"8/1/2016",295,32,166,"AllPesticides","Sorghastrum nutans",32.3,"planted"
"22395",2023,NA,295,32,166,"AllPesticides","Asclepias tuberosa",0,"planted"
"22396",2016,"8/1/2016",295,32,166,"AllPesticides","Quercus ellipsoidalis",0,"planted"
"22397",2014,"8/15/2014",295,32,166,"AllPesticides","Solidago rigida",1.5,"planted"
"22398",2014,"8/15/2014",295,32,166,"AllPesticides","Schizachyrium scoparium",7,"planted"
"22399",2018,"8/1/2018",295,32,166,"AllPesticides","Rudbeckia serotina",0,"planted"
"22400",2024,NA,295,32,166,"AllPesticides","Solidago rigida",0,"planted"
"22401",2016,"8/1/2016",295,32,166,"AllPesticides","Stipa spartea",0,"planted"
"22402",2007,"10/5/2007",295,32,166,"AllPesticides","Lespedeza capitata",14.7,"planted"
"22403",2018,"8/1/2018",295,32,166,"AllPesticides","Solidago rigida",0,"planted"
"22404",2011,"8/26/2011",295,32,166,"AllPesticides","Sorghastrum nutans",26.9,"planted"
"22405",2016,"8/1/2016",295,32,166,"AllPesticides","Vicia villosa",0,"planted"
"22406",2016,"8/1/2016",295,32,166,"AllPesticides","Petalostemum purpureum",0,"planted"
"22407",2014,"8/15/2014",295,32,166,"AllPesticides","Sorghastrum nutans",38.6,"planted"
"22408",2016,"8/1/2016",295,32,166,"AllPesticides","Real weeds",0.07,"weed"
"22409",2023,NA,295,32,166,"AllPesticides","Bouteloua curtipendula",0,"planted"
"22410",2018,"8/1/2018",295,32,166,"AllPesticides","Stipa spartea",0,"planted"
"22411",2018,"8/1/2018",295,32,166,"AllPesticides","Liatris aspera",0,"planted"
"22412",2014,"8/15/2014",295,32,166,"AllPesticides","Poa pratensis",42.6,"planted"
"22413",2011,"8/26/2011",295,32,166,"AllPesticides","Panicum oligosanthes",2.4,"weed"
"22414",2016,"8/1/2016",295,32,166,"AllPesticides","Schizachyrium scoparium",0.12,"planted"
"22415",2016,"8/1/2016",295,32,166,"AllPesticides","Petalostemum candidum",0,"planted"
"22416",2009,"8/17/2009",295,32,166,"AllPesticides","Panicum oligosanthes",6.2,"weed"
"22417",2023,NA,295,32,166,"AllPesticides","Achillea millefolium (lanulosa)",0,"planted"
"22418",2011,"8/26/2011",295,32,166,"AllPesticides","Lupinus perennis",75.9,"planted"
"22419",2018,"8/1/2018",295,32,166,"AllPesticides","Real weeds",0.1,"weed"
"22420",2011,"8/26/2011",295,32,166,"AllPesticides","Sporobolus cryptandrus",5.4,"planted"
"22421",2016,"8/1/2016",295,32,166,"AllPesticides","Solidago nemoralis",0.45,"planted"
"22422",2014,"8/15/2014",295,32,166,"AllPesticides","Oxybaphus hirsutus",0.6,"weed"
"22423",2014,"8/15/2014",295,32,166,"AllPesticides","Andropogon gerardi",284.6,"planted"
"22424",2023,NA,295,32,166,"AllPesticides","32 species weeds",0,"weed"
"22425",2016,"8/1/2016",295,32,166,"AllPesticides","Rudbeckia serotina",0,"planted"
"22426",2024,NA,295,32,166,"AllPesticides","Petalostemum villosum",0,"planted"
"22427",2018,"8/1/2018",295,32,166,"AllPesticides","Solidago nemoralis",0,"planted"
"22428",2016,"8/1/2016",295,32,166,"AllPesticides","Quercus macrocarpa",0,"planted"
"22429",2024,NA,295,32,166,"AllPesticides","Schizachyrium scoparium",0,"planted"
"22430",2024,NA,295,32,166,"AllPesticides","Quercus macrocarpa",0,"planted"
"22431",2011,"8/26/2011",295,32,166,"AllPesticides","Schizachyrium scoparium",7,"planted"
"22432",2024,NA,295,32,166,"AllPesticides","Real weeds",23.4,"weed"
"22433",2018,"8/1/2018",295,32,166,"AllPesticides","Schizachyrium scoparium",0,"planted"
"22434",2014,"8/15/2014",295,32,166,"AllPesticides","Lespedeza capitata",1,"planted"
"22435",2012,"8/28/2012",295,32,167,"Control","Bouteloua gracilis",12.8,"planted"
"22436",2018,"8/1/2018",295,32,167,"Control","Miscellaneous litter",0,"weed"
"22437",2014,"8/14/2014",295,32,167,"Control","Solidago nemoralis",16.6,"planted"
"22438",2013,"8/20/2013",295,32,167,"Control","Lespedeza capitata",13.6,"planted"
"22439",2013,"8/20/2013",295,32,167,"Control","Andropogon gerardi",438,"planted"
"22440",2010,"8/26/2010",295,32,167,"Control","Coreopsis palmata",20.1,"planted"
"22441",2016,"8/1/2016",295,32,167,"Control","Lespedeza capitata",0.83,"planted"
"22442",2018,"8/1/2018",295,32,167,"Control","Monarda fistulosa",0,"planted"
"22443",2016,"8/1/2016",295,32,167,"Control","Poa pratensis",3.67,"planted"
"22444",2007,"10/5/2007",295,32,167,"Control","Amorpha canescens",48.2,"planted"
"22445",2014,"8/14/2014",295,32,167,"Control","Coreopsis palmata",10.5,"planted"
"22446",2020,"8/1/2020",295,32,167,"Control","Real weeds",12.36,"weed"
"22447",2018,"8/1/2018",295,32,167,"Control","Liatris aspera",0,"planted"
"22448",2018,"8/1/2018",295,32,167,"Control","Petalostemum candidum",0,"planted"
"22449",2014,"8/14/2014",295,32,167,"Control","Poa pratensis",32,"planted"
"22450",2018,"8/1/2018",295,32,167,"Control","Rudbeckia serotina",0,"planted"
"22451",2014,"8/14/2014",295,32,167,"Control","Miscellaneous litter",7,"weed"
"22452",2016,"8/1/2016",295,32,167,"Control","Calamagrostis canadensis",0,"planted"
"22453",2018,"8/1/2018",295,32,167,"Control","Petalostemum purpureum",0,"planted"
"22454",2007,"10/5/2007",295,32,167,"Control","Andropogon gerardi",168.1,"planted"
"22455",2011,"8/26/2011",295,32,167,"Control","Oxybaphus hirsutus",27.8,"weed"
"22456",2016,"8/1/2016",295,32,167,"Control","Monarda fistulosa",0,"planted"
"22457",2012,"8/28/2012",295,32,167,"Control","Cyperus sp.",0.5,"weed"
"22458",2007,"10/5/2007",295,32,167,"Control","Oxybaphus hirsutus",24.7,"weed"
"22459",2016,"8/1/2016",295,32,167,"Control","Miscellaneous litter",0,"weed"
"22460",2014,"8/14/2014",295,32,167,"Control","Lupinus perennis",39.6,"planted"
"22461",2014,"8/14/2014",295,32,167,"Control","Lespedeza capitata",10.8,"planted"
"22462",2018,"8/1/2018",295,32,167,"Control","Panicum virgatum",0,"planted"
"22463",2015,"8/25/2015",295,32,167,"Control","Poa pratensis",20.8,"planted"
"22464",2023,NA,295,32,167,"Control","Panicum virgatum",0,"planted"
"22465",2010,"8/26/2010",295,32,167,"Control","Lespedeza capitata",3.9,"planted"
"22466",2016,"8/1/2016",295,32,167,"Control","Coreopsis palmata",0.57,"planted"
"22467",2023,NA,295,32,167,"Control","Lupinus perennis",8.84,"planted"
"22468",2016,"8/1/2016",295,32,167,"Control","Lupinus perennis",2.62,"planted"
"22469",2012,"8/28/2012",295,32,167,"Control","Andropogon gerardi",50.4,"planted"
"22470",2024,NA,295,32,167,"Control","Baptisia leucantha",0,"planted"
"22471",2016,"8/1/2016",295,32,167,"Control","Liatris aspera",0,"planted"
"22472",2022,NA,295,32,167,"Control","Achillea millefolium (lanulosa)",1.16,"planted"
"22473",2016,"8/1/2016",295,32,167,"Control","Stipa spartea",0,"planted"
"22474",2023,NA,295,32,167,"Control","Amorpha canescens",0,"planted"
"22475",2012,"8/28/2012",295,32,167,"Control","Asclepias tuberosa",0.4,"planted"
"22476",2014,"8/14/2014",295,32,167,"Control","Sorghastrum nutans",40.4,"planted"
"22477",2014,"8/14/2014",295,32,167,"Control","Bouteloua gracilis",10.7,"planted"
"22478",2023,NA,295,32,167,"Control","Quercus ellipsoidalis",0,"planted"
"22479",2024,NA,295,32,167,"Control","32 species weeds",0,"weed"
"22480",2020,"8/1/2020",295,32,167,"Control","Miscellaneous litter",0.93,"weed"
"22481",2007,"10/5/2007",295,32,167,"Control","Bouteloua gracilis",18,"planted"
"22482",2016,"8/1/2016",295,32,167,"Control","Panicum virgatum",0,"planted"
"22483",2007,"10/5/2007",295,32,167,"Control","Lupinus perennis",20.1,"planted"
"22484",2013,"8/20/2013",295,32,167,"Control","Schizachyrium scoparium",9.6,"planted"
"22485",2014,"8/14/2014",295,32,167,"Control","Schizachyrium scoparium",9.8,"planted"
